latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
28.18317431388889,85.30377105555554,1710.4753,17.31667,245,2023,-66.326
28.18317431388889,85.30377105555554,1710.4752,17.32500,245,2023,-66.668
28.183174311111117,85.30377105555554,1710.4752,17.33333,245,2023,-66.178
28.183174311111117,85.30377105555554,1710.4752,17.34167,245,2023,-66.194
28.183174311111117,85.30377105555554,1710.4752,17.35000,245,2023,-66.242
28.183174311111117,85.30377105555554,1710.4751,17.35833,245,2023,-66.123
28.183174311111117,85.30377105555554,1710.4751,17.36667,245,2023,-65.702
28.183174311111117,85.30377105555554,1710.4751,17.37500,245,2023,-66.288
28.183174311111117,85.30377105555554,1710.4751,17.38333,245,2023,-66.501
28.183174311111117,85.30377105277776,1710.4751,17.39167,245,2023,-65.941
28.183174311111117,85.30377105277776,1710.4751,17.40000,245,2023,-66.050
28.183174311111117,85.30377105277776,1710.4751,17.40833,245,2023,-66.218
28.183174311111117,85.30377105277776,1710.4751,17.41667,245,2023,-66.222
28.183174311111117,85.30377105277776,1710.4751,17.42500,245,2023,-66.901
28.183174311111117,85.30377105277776,1710.4751,17.43333,245,2023,-66.892
28.183174311111117,85.30377105277776,1710.4751,17.44167,245,2023,-65.888
28.183174311111117,85.30377105277776,1710.4751,17.45000,245,2023,-66.032
28.183174311111117,85.30377105277776,1710.4751,17.45833,245,2023,-65.442
28.183174311111117,85.30377105277776,1710.4751,17.46667,245,2023,-66.281
28.183174311111117,85.30377104999998,1710.4751,17.47500,245,2023,-66.572
28.183174311111117,85.30377104999998,1710.4751,17.48333,245,2023,-65.687
28.183174311111117,85.30377104999998,1710.4751,17.49167,245,2023,-65.877
28.183174311111117,85.30377104999998,1710.475,17.50000,245,2023,-65.897
28.183174311111117,85.30377104999998,1710.475,17.50833,245,2023,-66.059
28.183174311111117,85.30377104999998,1710.4749,17.51667,245,2023,-66.384
28.183174311111117,85.30377104722221,1710.4749,17.52500,245,2023,-65.634
28.183174311111117,85.30377104722221,1710.4748,17.53333,245,2023,-65.886
28.183174311111117,85.30377104722221,1710.4748,17.54167,245,2023,-66.349
28.183174311111117,85.30377104722221,1710.4747,17.55000,245,2023,-66.192
28.183174311111117,85.30377104722221,1710.4747,17.55833,245,2023,-65.509
28.183174311111117,85.30377104444443,1710.4747,17.56667,245,2023,-65.488
28.183174311111117,85.30377104444443,1710.4747,17.57500,245,2023,-65.358
28.183174311111117,85.30377104444443,1710.4746,17.58333,245,2023,-65.631
28.183174311111117,85.30377104444443,1710.4746,17.59167,245,2023,-65.786
28.183174311111117,85.30377104444443,1710.4745,17.60000,245,2023,-65.574
28.18317431388889,85.30377104166666,1710.4745,17.60833,245,2023,-65.382
28.18317431388889,85.30377104166666,1710.4744,17.61667,245,2023,-66.015
28.18317431388889,85.30377104166666,1710.4743,17.62500,245,2023,-66.332
28.18317431388889,85.30377104166666,1710.4743,17.63333,245,2023,-66.464
28.18317431388889,85.30377104166666,1710.4742,17.64167,245,2023,-66.191
28.18317431388889,85.30377104166666,1710.4741,17.65000,245,2023,-64.810
28.18317431388889,85.30377104166666,1710.474,17.65833,245,2023,-65.630
28.18317431388889,85.30377104166666,1710.4739,17.66667,245,2023,-65.675
28.18317431388889,85.30377104166666,1710.4738,17.67500,245,2023,-65.756
28.18317431388889,85.30377104166666,1710.4737,17.68333,245,2023,-65.363
28.18317431388889,85.30377104166666,1710.4736,17.69167,245,2023,-65.129
28.18317431388889,85.30377104166666,1710.4735,17.70000,245,2023,-65.362
28.18317431388889,85.30377103888888,1710.4734,17.70833,245,2023,-65.881
28.18317431388889,85.30377103888888,1710.4734,17.71667,245,2023,-65.206
28.18317431388889,85.30377103888888,1710.4733,17.72500,245,2023,-66.201
28.18317431388889,85.30377103888888,1710.4732,17.73333,245,2023,-64.696
28.18317431388889,85.30377103888888,1710.4732,17.74167,245,2023,-65.233
28.18317431388889,85.30377103888888,1710.4731,17.75000,245,2023,-65.663
28.18317431388889,85.30377103888888,1710.4731,17.75833,245,2023,-65.212
28.18317431388889,85.30377103888888,1710.473,17.76667,245,2023,-64.718
28.18317431388889,85.30377103888888,1710.4729,17.77500,245,2023,-64.749
28.18317431388889,85.30377103611112,1710.4728,17.78333,245,2023,-65.310
28.18317431388889,85.30377103611112,1710.4726,17.79167,245,2023,-65.090
28.18317431388889,85.30377103611112,1710.4725,17.80000,245,2023,-64.445
28.18317431388889,85.30377103611112,1710.4724,17.80833,245,2023,-64.341
28.18317431388889,85.30377103611112,1710.4723,17.81667,245,2023,-65.003
28.18317431388889,85.30377103333333,1710.4722,17.82500,245,2023,-64.617
28.18317431388889,85.30377103333333,1710.4721,17.83333,245,2023,-64.367
28.18317431388889,85.30377103333333,1710.472,17.84167,245,2023,-64.976
28.18317431388889,85.30377103333333,1710.4719,17.85000,245,2023,-64.964
28.18317431388889,85.30377103333333,1710.4718,17.85833,245,2023,-64.828
28.18317431388889,85.30377103055555,1710.4717,17.86667,245,2023,-64.924
28.18317431388889,85.30377103055555,1710.4716,17.87500,245,2023,-64.190
28.18317431388889,85.30377103055555,1710.4715,17.88333,245,2023,-64.588
28.18317431388889,85.30377103055555,1710.4715,17.89167,245,2023,-64.910
28.18317431388889,85.30377103055555,1710.4715,17.90000,245,2023,-65.025
28.18317431388889,85.30377103055555,1710.4715,17.90833,245,2023,-64.196
28.18317431388889,85.30377103055555,1710.4715,17.91667,245,2023,-65.024
28.18317431388889,85.30377102777777,1710.4715,17.92500,245,2023,-65.075
28.18317431388889,85.30377102777777,1710.4715,17.93333,245,2023,-64.683
28.18317431388889,85.30377102777777,1710.4715,17.94167,245,2023,-65.387
28.18317431388889,85.30377102777777,1710.4715,17.95000,245,2023,-65.304
28.18317431388889,85.30377102777777,1710.4716,17.95833,245,2023,-65.734
28.18317431388889,85.30377102777777,1710.4715,17.96667,245,2023,-64.675
